timestamp,symbol,side,prix d'éxécution (open du jour),quantité,cmp,pnl realisé,pnl latent,close du jour,available_quantity,position_value_cost,cost
2023-06-13 00:00:00+00:00,tgc,BUY,86.2,290.0,86.2028446,0.0,89.07506599999977,86.51,290.0,24998.824934,0.8249340000000002
2023-09-01 00:00:00+00:00,tgc,BUY,106.1,176.0,93.71897245236052,0.0,5722.958837199999,106.0,466.0,43673.0411628,0.6162288
2023-10-03 00:00:00+00:00,tgc,SELL,100.5,-117.0,93.71897245236052,792.9921925738194,796.0786141261792,96.0,349.0,32707.921385873822,0.38803050000000006
2023-10-23 00:00:00+00:00,tgc,SELL,99.1,-88.0,93.71897245236052,473.2426377922739,1579.3181899339038,99.77,261.0,24460.651810066094,0.2877864
2024-02-06 00:00:00+00:00,tgc,SELL,89.5,-66.0,93.71897245236052,-278.64711285579415,-881.1996282103005,89.2,195.0,18275.199628210303,0.19493100000000005
2024-04-16 00:00:00+00:00,tgc,SELL,98.33,-49.0,93.71897245236052,225.78135022433455,187.0300219553644,95.0,146.0,13682.969978044635,0.15899961000000004
2024-07-10 00:00:00+00:00,tgc,SELL,90.31,-37.0,93.71897245236052,-126.24224924733907,-111.06799730729614,92.7,109.0,10215.367997307296,0.11026851000000004
2024-08-22 00:00:00+00:00,tgc,BUY,92.99,244.0,93.21721459713115,0.0,99.82324721270527,93.5,353.0,32905.676752787294,0.74875548
2024-10-16 00:00:00+00:00,tgc,SELL,90.5,-89.0,93.21721459713115,-242.09789764467203,-902.1446536426234,89.8,264.0,24609.344653642624,0.26579850000000005
2024-10-25 00:00:00+00:00,tgc,SELL,90.32,-66.0,93.21721459713115,-191.41288037065613,-654.8284902319676,89.91,198.0,18457.00849023197,0.19671696000000005
2025-01-08 00:00:00+00:00,tgc,SELL,87.87,-50.0,93.21721459713115,-267.5057153565571,-920.1477603754097,87.0,148.0,13796.14776037541,0.14498550000000002
2025-01-16 00:00:00+00:00,tgc,BUY,92.15,234.0,92.56533859339113,0.0,20.88065732458918,92.62,382.0,35359.959342675415,0.7115823000000002
2025-01-24 00:00:00+00:00,tgc,BUY,91.22,178.0,92.13866994456325,0.0,-77.6551689554185,92.0,560.0,51597.65516895542,0.5358262800000001
2025-03-25 00:00:00+00:00,tgc,BUY,117.05,104.0,96.04104952493286,0.0,13252.743115444582,116.0,664.0,63771.25688455542,0.4017156
2025-04-09 00:00:00+00:00,tgc,BUY,105.7,86.0,97.14900914820723,0.0,7313.243138844584,106.9,750.0,72861.75686115542,0.29997660000000004
2025-04-25 00:00:00+00:00,tgc,BUY,117.0,58.0,98.57423366232105,0.0,13272.019200844592,115.0,808.0,79647.98079915541,0.22393800000000005
2025-05-26 00:00:00+00:00,tgc,SELL,111.1,-202.0,98.57423366232105,2529.464207611147,7378.514400633444,110.75,606.0,59735.985599366555,0.7405926
2025-06-06 00:00:00+00:00,tgc,SELL,111.5,-152.0,98.57423366232105,1964.1571993272005,5414.297917306244,110.5,454.0,44752.70208269376,0.559284
2025-07-07 00:00:00+00:00,tgc,BUY,114.6,131.0,102.16375640768165,0.0,9556.702501506237,118.5,585.0,59765.79749849376,0.4954158000000001
2025-10-02 00:00:00+00:00,tgc,SELL,112.4,-147.0,102.16375640768165,1504.1825556707988,5228.0746934354365,114.1,438.0,44747.725306564564,0.5452524
2025-10-13 00:00:00+00:00,tgc,SELL,114.9,-110.0,102.16375640768165,1400.5697081550195,4046.28789828042,114.5,328.0,33509.71210171958,0.4170870000000001
2025-10-24 00:00:00+00:00,tgc,SELL,119.1,-82.0,102.16375640768165,1388.4496899701044,4240.115923710317,119.4,246.0,25132.284076289685,0.32228460000000003
2025-11-19 00:00:00+00:00,tgc,SELL,112.95,-62.0,102.16375640768165,668.5160070237382,1625.8688209865772,111.0,184.0,18798.131179013424,0.23109570000000001
2025-12-01 00:00:00+00:00,tgc,SELL,114.9,-46.0,102.16375640768165,585.6927870466445,1619.6016157399335,113.9,138.0,14098.598384260067,0.17441820000000005
2026-01-22 00:00:00+00:00,tgc,SELL,109.4,-35.0,102.16375640768165,253.14216873114256,704.1330900087904,109.0,103.0,10522.86690999121,0.12635700000000002
