timestamp,symbol,side,prix d'éxécution (open du jour),quantité,cmp,pnl realisé,pnl latent,close du jour,available_quantity,position_value_cost,cost
2023-01-16 00:00:00+00:00,CSR,BUY,183.8,136.0,183.80606540000002,0.0,-1877.624894400003,170.0,136.0,24997.624894400004,0.8248944000000001
2023-02-17 00:00:00+00:00,CSR,SELL,177.0,-34.0,183.80606540000002,-231.60481760000079,-388.2186708000023,180.0,102.0,18748.2186708,0.19859400000000005
2023-03-06 00:00:00+00:00,CSR,SELL,180.0,-26.0,183.80606540000002,-99.11214040000058,-365.2609704000017,179.0,76.0,13969.260970400002,0.15444000000000002
2023-03-08 00:00:00+00:00,CSR,SELL,178.0,-19.0,183.80606540000002,-110.42684860000043,-499.09572780000065,175.05,57.0,10476.9457278,0.11160600000000001
2023-04-11 00:00:00+00:00,CSR,SELL,177.5,-15.0,183.80606540000002,-94.67884350000034,-290.0547468000007,176.9,42.0,7719.854746800001,0.08786250000000001
2023-04-12 00:00:00+00:00,CSR,BUY,177.0,129.0,178.67607155438597,0.0,-115.60823580000093,178.0,171.0,30553.608235800002,0.7534890000000001
2023-04-27 00:00:00+00:00,CSR,SELL,181.8,-43.0,178.67607155438597,134.07094896140376,233.4628410385958,180.5,128.0,22870.537158961404,0.25797420000000004
2023-05-09 00:00:00+00:00,CSR,BUY,178.05,107.0,178.39368448302724,0.0,377.4841464885978,180.0,235.0,41922.5158535114,0.6286945500000001
2023-05-25 00:00:00+00:00,CSR,SELL,188.0,-59.0,178.39368448302724,566.4065795013927,1796.3115309872042,188.6,176.0,31397.288469012794,0.3660360000000001
2023-07-10 00:00:00+00:00,CSR,SELL,196.5,-44.0,178.39368448302724,796.3925647468013,2449.4336482404024,196.95,132.0,23547.966351759595,0.285318
2023-07-21 00:00:00+00:00,CSR,BUY,199.8,96.0,187.40964613227897,0.0,2870.6006818403957,200.0,228.0,42729.3993181596,0.6329664000000002
2023-08-08 00:00:00+00:00,CSR,SELL,213.95,-57.0,187.40964613227897,1512.3977305100984,3862.950511380297,210.0,171.0,32047.049488619705,0.40243995000000005
2023-09-13 00:00:00+00:00,CSR,SELL,200.0,-43.0,187.40964613227897,541.1014163120045,1611.5652950682925,200.0,128.0,23988.434704931708,0.28380000000000005
2023-09-15 00:00:00+00:00,CSR,BUY,199.1,99.0,192.51094786181366,0.0,1927.0148353682987,201.0,227.0,43699.985164631704,0.6504597000000001
2023-09-22 00:00:00+00:00,CSR,SELL,200.0,-57.0,192.51094786181366,426.4997718766213,1273.1388634916775,200.0,170.0,32726.861136508323,0.37620000000000003
2023-10-06 00:00:00+00:00,CSR,BUY,214.9,82.0,199.7985819678902,0.0,101.15734409167021,200.2,252.0,50349.242655908325,0.5815194000000001
2023-10-30 00:00:00+00:00,CSR,SELL,202.0,-63.0,199.7985819678902,138.26937802291826,964.1680080687559,204.9,189.0,37761.93199193125,0.41995800000000005
2023-11-01 00:00:00+00:00,CSR,SELL,202.0,-48.0,199.7985819678902,105.34809754127106,310.39994252748374,202.0,141.0,28171.600057472515,0.3199680000000001
2023-11-14 00:00:00+00:00,CSR,SELL,203.0,-36.0,199.7985819678902,115.0098851559533,231.14889337153045,202.0,105.0,20978.85110662847,0.24116400000000004
2023-11-17 00:00:00+00:00,CSR,BUY,205.0,101.0,202.3521086001382,0.0,555.7656283715343,205.05,206.0,41684.53437162847,0.6832650000000001
2023-11-28 00:00:00+00:00,CSR,SELL,201.05,-52.0,202.3521086001382,-68.05464900718553,-154.32472442128284,201.35,154.0,31162.22472442128,0.3450018000000001
2023-12-15 00:00:00+00:00,CSR,BUY,202.95,89.0,202.5735423397995,0.0,-625.370788571279,200.0,243.0,49225.37078857128,0.59606415
2023-12-18 00:00:00+00:00,CSR,SELL,204.8,-61.0,202.5735423397995,135.40165487223106,-468.3847058435094,200.0,182.0,36868.384705843506,0.41226240000000014
2023-12-22 00:00:00+00:00,CSR,BUY,202.1,82.0,202.42852874410417,0.0,-641.131588443501,200.0,264.0,53441.1315884435,0.5468826000000001
2023-12-26 00:00:00+00:00,CSR,SELL,200.15,-66.0,202.42852874410417,-150.81882381087487,-1391.6486913326246,195.4,198.0,40080.84869133263,0.4359267
2024-01-04 00:00:00+00:00,CSR,BUY,198.0,80.0,201.15601227098068,0.0,-1336.0714113326312,196.35,278.0,55921.37141133263,0.5227200000000001
2024-01-09 00:00:00+00:00,CSR,SELL,195.5,-70.0,201.15601227098068,-396.3724639686477,-656.4505523639818,198.0,208.0,41840.45055236398,0.4516050000000001
2024-01-16 00:00:00+00:00,CSR,SELL,193.0,-52.0,201.15601227098068,-424.44382609099546,-648.3379142729864,197.0,156.0,31380.337914272986,0.3311880000000001
2024-01-17 00:00:00+00:00,CSR,BUY,198.8,89.0,200.30253791784892,0.0,-1740.121789872989,193.2,245.0,49074.12178987299,0.5838756
2024-01-18 00:00:00+00:00,CSR,SELL,195.0,-62.0,200.30253791784892,-329.15632090663325,-1061.864438966353,194.5,183.0,36655.36443896635,0.39897000000000005
2024-01-26 00:00:00+00:00,CSR,SELL,189.0,-46.0,200.30253791784892,-520.2036462210506,-1685.4476947453024,188.0,137.0,27441.447694745304,0.28690200000000005
2024-03-04 00:00:00+00:00,CSR,SELL,193.55,-35.0,200.30253791784892,-236.5623773747119,-540.8588676205902,195.0,102.0,20430.85886762059,0.22355025000000003
2024-04-04 00:00:00+00:00,CSR,SELL,198.85,-26.0,200.30253791784892,-37.93659916407215,-250.99288175651816,197.0,76.0,15222.992881756518,0.1706133
2024-04-30 00:00:00+00:00,CSR,BUY,198.9,108.0,199.48316174650282,0.0,-272.90176135651814,198.0,184.0,36704.901761356516,0.7088796000000002
2024-05-03 00:00:00+00:00,CSR,SELL,197.5,-46.0,199.48316174650282,-91.52524533912954,-273.6763210173886,197.5,138.0,27528.67632101739,0.2998050000000001
2024-05-30 00:00:00+00:00,CSR,SELL,194.3,-35.0,199.48316174650282,-181.63507762759815,-461.7656598897901,195.0,103.0,20546.76565988979,0.22441650000000002
2024-06-13 00:00:00+00:00,CSR,BUY,194.0,104.0,196.73155298497485,0.0,-565.4314678897948,194.0,207.0,40723.43146788979,0.6658080000000002
2024-06-20 00:00:00+00:00,CSR,SELL,192.8,-52.0,196.73155298497485,-204.77160001869183,-640.3907126711033,192.6,155.0,30493.390712671102,0.3308448000000001
2024-07-15 00:00:00+00:00,CSR,SELL,193.0,-39.0,196.73155298497485,-145.77895741401932,-432.8601462570831,193.0,116.0,22820.860146257084,0.24839100000000003
2024-07-31 00:00:00+00:00,CSR,BUY,193.0,101.0,194.99771159104648,0.0,-867.5034152570865,191.0,217.0,42314.50341525709,0.6432690000000001
2024-08-06 00:00:00+00:00,CSR,SELL,186.1,-55.0,194.99771159104648,-489.7119090075568,-890.62927774953,189.5,162.0,31589.62927774953,0.33777150000000006
2024-08-30 00:00:00+00:00,CSR,SELL,188.45,-41.0,194.99771159104648,-268.7111480829062,-1330.7231025166243,184.0,121.0,23594.723102516626,0.25497285000000003
2024-09-12 00:00:00+00:00,CSR,BUY,182.5,105.0,189.19405073016208,0.0,-1625.855465016629,182.0,226.0,42757.855465016626,0.6323625000000002
2024-10-02 00:00:00+00:00,CSR,SELL,188.15,-57.0,189.19405073016208,-59.86480176923798,-877.7945733973908,184.0,169.0,31973.79457339739,0.3539101500000001
2024-10-08 00:00:00+00:00,CSR,BUY,197.6,86.0,192.0311974988133,0.0,1267.0446378026088,197.0,255.0,48967.95536219739,0.5607888000000001
2024-10-17 00:00:00+00:00,CSR,SELL,196.0,-64.0,192.0311974988133,253.58940807594888,758.0412777266599,196.0,191.0,36677.95872227334,0.4139520000000001
2024-11-07 00:00:00+00:00,CSR,SELL,195.9,-48.0,192.0311974988133,185.39221445696194,588.9887576696991,196.15,143.0,27460.4612423303,0.31030560000000007
2024-11-08 00:00:00+00:00,CSR,BUY,195.5,93.0,193.40068318572162,0.0,861.2387681697007,197.05,236.0,45642.5612318303,0.5999895000000001
2024-11-13 00:00:00+00:00,CSR,SELL,195.0,-59.0,193.40068318572162,93.98002704242451,238.82907612727354,194.75,177.0,34231.92092387273,0.3796650000000001
2024-11-25 00:00:00+00:00,CSR,SELL,194.0,-45.0,193.40068318572162,26.68116664252717,-184.89018051525363,192.0,132.0,25528.890180515253,0.28809
2024-12-05 00:00:00+00:00,CSR,SELL,196.0,-33.0,193.40068318572162,85.5640108711866,173.18236461356034,195.15,99.0,19146.66763538644,0.21344400000000002
2024-12-31 00:00:00+00:00,CSR,BUY,193.0,105.0,193.19772735483545,0.0,-652.3363803864319,190.0,204.0,39412.336380386434,0.6687450000000001
2025-01-22 00:00:00+00:00,CSR,SELL,200.0,-51.0,193.19772735483545,346.5793049033921,1270.247714710176,201.5,153.0,29559.252285289826,0.33660000000000007
2025-02-28 00:00:00+00:00,CSR,SELL,206.0,-39.0,193.19772735483545,499.02351116141745,1687.4590815487586,208.0,114.0,22024.540918451243,0.265122
2025-03-05 00:00:00+00:00,CSR,SELL,207.7,-29.0,193.19772735483545,420.36713780977163,578.1931748389867,200.0,85.0,16421.806825161013,0.1987689
2025-03-12 00:00:00+00:00,CSR,SELL,205.0,-22.0,193.19772735483545,259.5011681936201,743.5431766453667,205.0,63.0,12171.456823354634,0.14883000000000005
2025-03-20 00:00:00+00:00,CSR,BUY,209.5,107.0,203.4629209873802,0.0,1621.3034321453683,213.0,170.0,34588.69656785463,0.7397445
