timestamp,symbol,side,prix d'éxécution (open du jour),quantité,cmp,pnl realisé,pnl latent,close du jour,available_quantity,position_value_cost,cost
2023-03-30 00:00:00+00:00,adh,BUY,5.7,3968.0,5.7001881,0.0,713.4936191999992,5.88,3968.0,22618.3463808,0.7463808000000002
2023-04-17 00:00:00+00:00,adh,SELL,5.78,-992.0,5.7001881,78.98419072000016,-89.83978560000048,5.67,2976.0,16963.7597856,0.18921408000000006
2023-05-18 00:00:00+00:00,adh,SELL,7.52,-744.0,5.7001881,1353.7554225599995,4017.1801607999996,7.5,2232.0,12722.8198392,0.18463104
2023-06-02 00:00:00+00:00,adh,BUY,8.17,2714.0,7.055586647945814,0.0,6154.868439260006,8.3,4946.0,34896.93156074,0.7317215400000001
2023-06-22 00:00:00+00:00,adh,SELL,10.2,-1237.0,7.055586647945814,3889.222942291027,11291.729122768973,10.1,3709.0,26169.170877231027,0.4163742
2023-07-11 00:00:00+00:00,adh,SELL,10.15,-928.0,7.055586647945814,2871.304757106285,8466.513532062689,10.1,2781.0,19621.586467937308,0.31083360000000004
2023-08-03 00:00:00+00:00,adh,BUY,10.25,2160.0,8.452199370155293,0.0,8734.7029120627,10.22,4941.0,41762.31708793731,0.7306200000000002
2023-08-09 00:00:00+00:00,adh,SELL,10.19,-1236.0,8.452199370155293,2147.5059487680564,5956.90133357464,10.06,3705.0,31315.39866642536,0.41562972000000004
2023-08-15 00:00:00+00:00,adh,BUY,10.51,1879.0,9.144760093122379,0.0,5892.459640004632,10.2,5584.0,51064.34035999537,0.65169357
2023-08-22 00:00:00+00:00,adh,SELL,10.3,-1396.0,9.144760093122379,1612.24040960116,4377.464730003475,10.19,4188.0,38298.25526999652,0.47450040000000016
2023-08-29 00:00:00+00:00,adh,BUY,10.32,1784.0,9.49593818302688,0.0,4264.37717096348,10.21,5972.0,56709.74282903653,0.6075590400000002
2023-08-30 00:00:00+00:00,adh,SELL,10.82,-1493.0,9.49593818302688,1976.2912021608693,5930.4728782226075,10.82,4479.0,42532.30712177739,0.5330905800000001
2023-08-31 00:00:00+00:00,adh,BUY,11.46,1557.0,10.002669971510501,0.0,8796.444051962619,11.46,6036.0,60376.11594803739,0.5888262600000002
2023-09-13 00:00:00+00:00,adh,SELL,12.78,-1509.0,10.002669971510501,4190.3546073306525,14338.50303897196,13.17,4527.0,45282.08696102804,0.6364056600000001
2023-09-14 00:00:00+00:00,adh,BUY,13.3,1369.0,10.768383279363643,0.0,18817.772184871963,13.96,5896.0,63490.387815128044,0.6008541000000002
2023-10-02 00:00:00+00:00,adh,SELL,15.36,-1474.0,10.768383279363643,6767.295905097989,20304.129138653967,15.36,4422.0,47617.79086134603,0.7471411200000001
2023-10-20 00:00:00+00:00,adh,BUY,16.4,1177.0,11.952353608456159,0.0,22550.79214625397,15.98,5599.0,66921.22785374604,0.6369924000000001
2023-10-27 00:00:00+00:00,adh,SELL,14.5,-1400.0,11.952353608456159,3566.0350481613777,11957.267198092592,14.8,4199.0,50187.93280190741,0.6699000000000002
2023-11-13 00:00:00+00:00,adh,BUY,15.41,1269.0,12.754913702720813,0.0,16978.61187352259,15.86,5468.0,69743.8681264774,0.6453245700000001
2023-11-24 00:00:00+00:00,adh,SELL,16.1,-1367.0,12.754913702720813,4572.00668128065,13349.108905141951,16.01,4101.0,52307.901094858054,0.7262871000000001
2023-12-25 00:00:00+00:00,adh,SELL,14.74,-1026.0,12.754913702720813,2036.1994740884459,5058.6403641335,14.4,3075.0,39221.3596358665,0.4990669200000001
2024-01-03 00:00:00+00:00,adh,BUY,14.95,1602.0,13.506959585752941,0.0,7684.500017433495,15.15,4677.0,63172.04998256651,0.7903467000000001
2024-01-26 00:00:00+00:00,adh,SELL,16.27,-1170.0,13.506959585752941,3232.129099969058,9795.192732764437,16.3,3507.0,47368.90726723557,0.6281847
2024-02-13 00:00:00+00:00,adh,SELL,16.02,-877.0,13.506959585752941,2203.47280847467,6556.696289469764,16.0,2630.0,35523.303710530236,0.46363482000000006
2024-02-19 00:00:00+00:00,adh,BUY,16.79,1563.0,14.730965829224953,0.0,8046.510278059766,16.65,4193.0,61766.93972194023,0.8660114100000001
2024-03-13 00:00:00+00:00,adh,SELL,18.95,-1049.0,14.730965829224953,4425.110852993023,13421.843432916748,19.0,3144.0,46314.15656708325,0.6559921500000001
2024-03-18 00:00:00+00:00,adh,BUY,20.2,1220.0,16.26007557724181,0.0,19812.230180916744,20.8,4364.0,70958.96981908326,0.8132520000000001
2024-03-28 00:00:00+00:00,adh,SELL,21.2,-1091.0,16.26007557724181,5388.694281629184,17150.272635687554,21.5,3273.0,53219.22736431244,0.7632636000000002
2024-04-03 00:00:00+00:00,adh,BUY,24.1,1007.0,18.104843044722536,0.0,27371.271768587547,24.5,4280.0,77488.72823141245,0.8008671000000002
2024-04-23 00:00:00+00:00,adh,SELL,28.77,-1070.0,18.104843044722536,11410.702073446886,46144.253826440654,32.48,3210.0,58116.54617355934,1.0158687
2024-05-17 00:00:00+00:00,adh,SELL,31.11,-803.0,18.104843044722536,10442.316651197803,32242.142791352857,31.5,2407.0,43578.35720864715,0.82438389
2024-06-04 00:00:00+00:00,adh,BUY,31.1,1033.0,22.007475981554403,0.0,31966.282623452855,31.3,3440.0,75705.71737654715,1.0601679000000004
